# Signal Type: random
# length: 500
# amplitude: 1.5
# baseline_error: 0.1
# time_start: 54682.0
# noise_level: 0.2674786931479483
# missing_rate: 0.014589542910744527
# Time	Value	Error
54682.0000	1.992478	0.095256
54712.0000	0.516830	0.024597
54742.0000	0.332971	0.017773
54772.0000	0.313184	0.015385
54802.0000	0.472282	0.022649
54832.0000	1.780796	0.091051
54862.0000	2.366583	0.113615
54892.0000	0.182222	0.009734
54922.0000	0.837440	0.040822
54952.0000	0.972358	0.052549
54982.0000	3.118069	0.148086
55012.0000	0.560889	0.027918
55042.0000	0.508435	0.025549
55072.0000	5.017636	0.252359
55102.0000	2.075248	0.104147
55132.0000	0.743643	0.037333
55162.0000	3.845322	0.197016
55192.0000	0.730683	0.035715
55222.0000	0.497028	0.023816
55252.0000	1.045978	0.057767
55282.0000	0.649806	0.033251
55312.0000	1.642997	0.086661
55342.0000	2.833857	0.139764
55372.0000	1.218641	0.055739
55402.0000	0.818761	0.039972
55432.0000	0.851293	0.040410
55462.0000	1.863952	0.084729
55492.0000	0.753942	0.036838
55522.0000	0.687244	0.034028
55552.0000	0.582734	0.029570
55582.0000	0.974271	0.049071
55612.0000	2.014028	0.094878
55642.0000	0.793804	0.038146
55672.0000	1.992258	0.105869
55702.0000	0.189890	0.009134
55732.0000	0.841966	0.040475
55762.0000	1.768922	0.087142
55792.0000	0.385740	0.019382
55822.0000		
55852.0000	0.794502	0.041112
55882.0000	3.188802	0.158142
55912.0000	0.229386	0.011811
55942.0000	1.408842	0.075434
55972.0000	0.750646	0.039132
56002.0000	2.339547	0.107281
56032.0000	5.555072	0.289423
56062.0000	0.208186	0.009516
56092.0000	0.346720	0.016806
56122.0000	1.477894	0.080773
56152.0000	1.400863	0.067018
56182.0000	0.894263	0.039243
56212.0000	1.124850	0.057216
56242.0000	0.328514	0.016673
56272.0000	0.749988	0.036245
56302.0000	1.860903	0.092356
56332.0000	0.535928	0.027153
56362.0000	2.533835	0.119521
56392.0000	0.649363	0.032687
56422.0000	1.806885	0.087201
56452.0000	0.499232	0.025018
56482.0000	2.377870	0.127306
56512.0000	0.339338	0.017313
56542.0000	0.057492	0.002916
56572.0000	0.334994	0.019082
56602.0000	1.505054	0.078937
56632.0000	1.033782	0.048857
56662.0000	1.946712	0.099601
56692.0000	1.776360	0.089890
56722.0000	1.274821	0.065393
56752.0000	0.248253	0.012556
56782.0000	1.365321	0.073284
56812.0000	1.037370	0.051230
56842.0000	0.986629	0.051245
56872.0000	0.468099	0.024422
56902.0000	1.042095	0.050389
56932.0000	0.454693	0.022231
56962.0000	4.424585	0.212975
56992.0000	1.178232	0.061221
57022.0000	1.799248	0.093890
57052.0000	1.611843	0.083698
57082.0000	0.625681	0.032267
57112.0000	0.985526	0.053852
57142.0000	1.344191	0.070786
57172.0000	1.790428	0.085365
57202.0000	0.770019	0.040135
57232.0000	0.841416	0.039939
57262.0000	1.453064	0.073358
57292.0000	0.806116	0.038039
57322.0000	0.440641	0.022897
57352.0000	2.125647	0.106442
57382.0000	1.347727	0.065771
57412.0000	1.005677	0.046412
57442.0000	2.512876	0.118461
57472.0000	0.543635	0.027496
57502.0000	0.798116	0.037241
57532.0000	0.485242	0.025491
57562.0000	1.829087	0.088721
57592.0000	4.342104	0.219565
57622.0000	1.161429	0.058599
57652.0000	1.065221	0.052517
57682.0000	1.030740	0.054451
57712.0000	0.214810	0.010286
57742.0000	0.668737	0.032531
57772.0000	2.542947	0.125816
57802.0000	1.078747	0.055565
57832.0000	0.834905	0.039603
57862.0000	0.743369	0.037921
57892.0000	0.393266	0.020904
57922.0000	0.408127	0.020578
57952.0000	1.318485	0.064597
57982.0000	2.449566	0.115851
58012.0000	4.863417	0.251827
58042.0000	0.875213	0.042959
58072.0000	0.563323	0.027984
58102.0000	2.406156	0.116153
58132.0000	0.900983	0.044693
58162.0000	0.746197	0.034797
58192.0000	1.955334	0.092602
58222.0000	0.370241	0.018824
58252.0000	0.700746	0.034204
58282.0000	1.220947	0.062395
58312.0000	1.296554	0.067629
58342.0000	1.532329	0.077761
58372.0000	1.487276	0.069431
58402.0000	0.813883	0.039796
58432.0000	5.536623	0.293432
58462.0000	0.854708	0.041052
58492.0000	1.527103	0.069330
58522.0000	1.005637	0.047523
58552.0000	0.337403	0.016422
58582.0000	0.701338	0.034790
58612.0000	0.579405	0.028877
58642.0000	0.493563	0.023811
58672.0000	1.009149	0.049270
58702.0000	1.353084	0.068717
58732.0000	1.469546	0.072199
58762.0000	0.575032	0.030401
58792.0000	3.116833	0.165772
58822.0000	2.912395	0.140349
58852.0000	1.540434	0.075327
58882.0000	0.208271	0.010210
58912.0000	0.674011	0.037246
58942.0000	0.349214	0.016772
58972.0000	2.288210	0.111679
59002.0000	1.769379	0.088081
59032.0000	0.234903	0.011185
59062.0000	0.349153	0.018880
59092.0000	0.244440	0.011974
59122.0000	0.116898	0.005958
59152.0000	1.218915	0.060249
59182.0000	1.456915	0.078270
59212.0000	0.309053	0.016659
59242.0000	0.336844	0.017281
59272.0000	1.171787	0.052928
59302.0000	1.526534	0.075141
59332.0000	1.107817	0.051304
59362.0000	1.283485	0.066922
59392.0000	4.210496	0.189582
59422.0000	1.274681	0.067028
59452.0000	1.014197	0.052029
59482.0000	1.469632	0.079218
59512.0000	0.208877	0.010412
59542.0000	0.279060	0.013367
